2020-02-21 23:38:39,b'RT @AlhafizNafiu: The Prophet SAW Said:\n\n\xe2\x80\x9cIt will be said to the companion of the Qur\xe2\x80\x99an: \xe2\x80\x98Recite &amp; ascend; recite with deliberation as you\xe2\x80\xa6',0.0,0.0
2020-02-21 23:16:31,b'RT @YALGoharsVoice: #SufiMaster #YounusAlGohar explains how human beings can witness the divine splendour. ( https://t.co/04jIIpmF5x )\n\n#Im\xe2\x80\xa6',0.0,0.1
2020-02-21 22:52:04,b'RT @whyislam: Call us toll free to learn about the #One #True #God\n\xf0\x9f\x87\xba\xf0\x9f\x87\xb8 \xf0\x9f\x87\xa8\xf0\x9f\x87\xa6 1-877-WHYISLAM\n\xf0\x9f\x87\xb2\xf0\x9f\x87\xbd 01-800-681-8176\n\xf0\x9f\x87\xac\xf0\x9f\x87\xa7 0808-189-1044\n\xf0\x9f\x87\xa6\xf0\x9f\x87\xba 1-300-WHYISL\xe2\x80\xa6',0.375,0.7250000000000001
2020-02-21 22:30:55,b'RT @OnlineSufism: EP4 \xe2\x80\xa2 Ummat Ki Adalat https://t.co/XetXdi8yI4 (Educational with added #Parody about how #Muslim #Mullahs &amp; Fake Peers mak\xe2\x80\xa6',-0.125,0.625
2020-02-21 22:14:30,"b'RT @topislamicnet: (2/2) ... \n\n\xf0\x9f\x8e\x81 We need to secure $6,325 in recurring donations this month. Click https://t.co/jxIHChhGoj\n\n#topislamic #ha\xe2\x80\xa6'",-0.175,0.8
2020-02-21 21:02:11,"b'The Prophet \xef\xb7\xba said, \xe2\x80\x9cThe bonds (of brotherhood) between Muslims are like parts of a house; one part strengthens and\xe2\x80\xa6 https://t.co/2B7U11Hfoa'",0.0,0.0
2020-02-21 20:47:33,"b'RT @Cordoba_Academy: Join us next week for the unique free Musalsal #Hadith Lesson.\n\nTo register:\nhttps://t.co/Z93HQz8XIv\n\nFor more info, j\xe2\x80\xa6'",0.31875,0.575
2020-02-21 20:41:05,b'RT @AlhafizNafiu: The Prophet SAW Said:\n\n\xe2\x80\x9cIt will be said to the companion of the Qur\xe2\x80\x99an: \xe2\x80\x98Recite &amp; ascend; recite with deliberation as you\xe2\x80\xa6',0.0,0.0
2020-02-21 20:15:09,b'RT @AlhafizNafiu: The Prophet SAW Said:\n\n\xe2\x80\x9cIt will be said to the companion of the Qur\xe2\x80\x99an: \xe2\x80\x98Recite &amp; ascend; recite with deliberation as you\xe2\x80\xa6',0.0,0.0
2020-02-21 19:26:14,b'RT @AlhafizNafiu: The Prophet SAW Said:\n\n\xe2\x80\x9cIt will be said to the companion of the Qur\xe2\x80\x99an: \xe2\x80\x98Recite &amp; ascend; recite with deliberation as you\xe2\x80\xa6',0.0,0.0
